trial_id,outcome,inrob,srch_rnd,covidence_id,study_id,reviewer,sequence_generation_judge,allocation_concealment_judge,blinding_participant,blinding_assessor,incomplete_outcome_data,selective_outcome_reporting,note,allocation_concealment_quote,allocation_concealment_comment,blinding_assessor_judge,blinding_assessor_quote,blinding_assessor_comment,blinding_participant_judge,blinding_participant_quote,blinding_participant_comment,incomplete_outcome_data_judge,incomplete_outcome_data_quote,incomplete_outcome_data_comment,other_bias_judge,other_bias_quote,other_bias_comment,selective_outcome_reporting_judge,selective_outcome_reporting_quote,selective_outcome_reporting_comment,sequence_generation_quote,sequence_generation_comment
NCT04196231,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Definitely no (high risk of bias),Definitely no (high risk of bias),Definitely no (high risk of bias),Probably no,Definitely no (high risk of bias),,,,,,,,,,,,,,,,,,,,
NCT04218734,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),,,,,,,,,,,,,,,,,,,,
NCT04233801,hba1c and or MACE,y,updat,,,SA,Low,Low,Low,Low,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT04470310,hba1c and or MACE,y,updat,,,bmj-2022-074068,Probably yes,Definitely no (high risk of bias),Definitely no (high risk of bias),Probably yes,Definitely yes (low risk of bias),Definitely yes (low risk of bias),,,,,,,,,,,,,,,,,,,,
NCT04632862,hba1c and or MACE,y,updat,,,SA,Low,Low,Low,Low,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT04634500,hba1c and or MACE,y,updat,,,SA,Unclear,Unclear,Low,Low,Low,Unclear,,,,,,,,,,,,,,,,,,,,
NCT04654390,hba1c and or MACE,y,updat,,,SA,Low,Low,Low,Low,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT04665284,weight only,y,updat,,,SA,Unclear,Unclear,High,High,Unclear,Unclear,,,,,,,,,,,,,,,,,,,,
NCT04916093,hba1c and or MACE,y,updat,,,RM,Unclear,Unclear,High,High,Low,Low,,,,,,,,,,,,,,,,,,,,
NCT05359432,hba1c and or MACE,y,updat,,,bmj-2022-074068,Definitely yes (low risk of bias),Probably yes,Definitely no (high risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),Definitely yes (low risk of bias),,,,,,,,,,,,,,,,,,,,
NCT05480007,hba1c and or MACE,y,updat,,,bmj-2022-074068,Probably yes,Definitely no (high risk of bias),Definitely no (high risk of bias),Probably yes,Definitely yes (low risk of bias),Definitely yes (low risk of bias),,,,,,,,,,,,,,,,,,,,
Netherlands Trial Register (NTR 4439),hba1c and or MACE,y,updat,,,RM,Low,Low,Low,Unclear,Low,Low,,,,,,,,,,,,,,,,,,,,
Netherlands Trial Register NTR6709,hba1c and or MACE,y,updat,,,RM,Low,Unclear,Low,Unclear,Low,Low,,,,,,,,,,,,,,,,,,,,
TCTR20170511001,hba1c and or MACE,y,updat,,,RM,Low,Unclear,Unclear,Unclear,Unclear,Low,,,,,,,,,,,,,,,,,,,,
TCTR20180424002,hba1c and or MACE,y,orig,#8566,Satirapoj 2019,"KA,LW",low,unclear,,,,,,,,"unclear,low",,,"high,low","This was a randomized, open-label, controlled study conducted over 12 weeks in T2DM patients at Phramongkutklao Hospital, Bangkok, Thailand between 15 January 2015 and 16 December 2016.","
","unclear,low",,,low,,,low,,protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,"Using blocks of four randomizations, patients were assigned to one of two double-blinded treatment groups. A computer- generated randomization procedure in blocks of four was used.","
"
UMIN000003479,hba1c and or MACE,y,orig,,,KA,,,,,,,,,,,,,,,,,,,,,,,,,,
UMIN000003503,hba1c and or MACE,y,orig,#10378,Matsushima 2016,SA,low,low,,,,,,"First, dynamic randomization is meth- odologically novel. It is useful to adjust for demographic differences between each group. In this open-label, ran- domized, parallel-group study with dynamic allocation, we compared sitagliptin with voglibose, not only as a monotherapy, but also as an add-on therapy to SU, BG or TZD. Second, pleiotropic effects of sitagliptin and vogli- bose include previously yet-recognized <U+FB01>ndings.","
",low,,measurement unlikely to be influenced,high,"with a single OHA. Methods: <b>In this multicenter, randomized, open-label, parallel-group trial, a total of 260 patients with 
inadequately controlled type 2 diabetes (HbA1c levels 
>6.9%) were randomly assigned to receive either 
sitagliptin (50 mg, once daily) or voglibose (0.6 mg, 
thrice daily) for 12 weeks. The primary end point was HbA1c levels.</b> Results: Patients receiving sitagliptin showed","
",low,Missing data were replaced by the last observed value of each variable in this analysis.,"
",low,,,low,"Serum fatty acid levels were measured as a secondary outcome.
point was HbA1c levels. Results: <b>Patients receiving sitagliptin showed a 
significantly greater decrease in HbA1c levels (-0.78 �0.69%) compared with those receiving voglibose 
(-0.30�0.78%). Sitagliptin treatment also lowered 
serum alkaline phosphatase levels and increased 
serum creatinine, uric acid, cystatin-C and 
homeostasis model assessment-� values. Voglibose 
increased low-density lipoprotein-cholesterol levels 
and altered serum levels of several fatty acids, and 
increased <U+0394>-5 desaturase activity. Both drugs 
increased serum adiponectin. The incidence of 
adverse events (AEs) was significantly lower in the 
sitagliptin group, due to the decreased incidence of 
gastrointestinal AEs.</b> Conclusions: Sitagliptin shows superior antihyperglycemic
The primary ef<U+FB01>cacy end point was the change in Hb1Ac levels from baseline over the 12-week period. Secondary end points recorded at baseline and week 12 included: fasting plasma glucose (FPG); serum creatin- ine (Cre); uric acid; alkaline phosphatase (ALP), bone alkaline phosphatase (BAP), cystatin-C (cys-C), 1,5-anhydroglucitol (1,5-AG), fasting serum insulin (IRI), fasting serum proinsulin, fasting C-peptide immu- noreactivity (CPR), factors related to fasting lipid pro<U+FB01>le (including small dense low-density lipoprotein, low- density lipoprotein-cholesterol, adiponectin, tumour necrosis factor a (TNF-a) and leptin); blood pressure; and physical measures (waist circumference, body mass index (BMI)).","


",A computer-generated randomization sequence was used to assign participants in a 1:1 ratio to either the sitagliptin or voglibose treatment group.,"
"
UMIN000003784,hba1c and or MACE,y,orig,#2625,Oe 2015,SA,low,unclear,,,,,,,,low,,"no blinding, but measurement unlikely to be influenced",high,"We conducted a randomized, prospective, open-label, multicenter study to compare the effects of sitagliptin, a DPP-4 inhibitor, and voglibose, an alpha GI, on LV dia- stolic function.","
",unclear,,,low,,,low,"patients in the voglibose group. <b>There were no significant changes in the e� velocity and E/e� ratio from baseline to 24 weeks later in both groups. 
However, analysis of covariance demonstrated that pioglitazone use is an independent factor associated with changes in the e� and E/e� ratio. Among patients not using pioglitazone, e� increased and the E/e� ratio decreased in both the 
sitagliptin and voglibose groups. GLP-1 level increased from baseline to 24 weeks later only in the sitagliptin group 
(4.8 � 4.7 vs. 7.3 � 5.5 pmol/L, p < 0.05). The reductions in HbA1c and body weight were significantly greater in the 
sitagliptin group than in the voglibose group (-0.7 � 0.6 % vs. -0.3 � 0.4, p < 0.005; -1.3 � 3.2 kg vs. 0.4 � 2.8 kg, 
p < 0.05, respectively). There were no changes in lipid profiles and inflammatory markers in both groups.</b> Conclusions: Our trial showed that
The primary endpoints were changes in e� and E/e� ratio from baseline to the end of follow-up. The secondary efficacy measures included changes in glucose, HbA1c, GIP, GLP-1, C-peptide, CD34, lipid profile, oxidative stress markers including MDA-LDL and 8-OHdG, inflammatory markers including hs-CRP and PTX-3 and eGFR, and any adverse events.","

","Stratified block randomization was computer-generated and done by use of a web-based system (Nouvelle Place Inc. [http:// www.n-place.co.jp/]). Patients were stratified according to age (= or < 65 years old), HbA1c (= or < 7 %), e� (= or < 6.0 cm/s), and combined use of thiazolidinediones.","
"
UMIN000003951,hba1c and or MACE,y,orig,#2334,Nakamura 2014,"KA,SA",unclear,unclear,,,,,,,,unclear,,,unclear,"We conducted a randomized prospective multicenter study in patients with type 2 diabetes who did not achieve the treatment goal with diet, exercise,","
",unclear,,,"low,unclear",,,low,"and any adverse events. Results: <b>ΔFMD was significantly improved after 12 weeks of treatment in both groups, and there was no 
significant difference in ΔFMD between the two groups. There were no significant differences in changes in 
HbA1c, GIP, GLP-1, C-peptide, lipid profile, oxidative stress marker, inflammatory marker and eGFR between 
the two groups. Compared with voglibose, sitagliptin significantly increased the circulating CD34, a marker of 
endothelial progenitor cells. Adverse events were observed in 5 patients in only the voglibose group (diarrhea 1, nausea 1, edema 2 and abdominal fullness 1).</b> Conclusions: Sitagliptin improved endothelial dysfunction
The primary endpoint in this study was a sitagliptin- or voglibose-induced change in FMD (ΔFMD) from baseline to the end of follow-up. Secondary efficacy measures included changes in HbA1c, gastric inhibitory peptide (GIP), GLP-1, C-peptide, CD34, lipid profile, adiponectin, oxidative stress markers including MDA-LDL and urine 8-OHdG, inflammatory markers including hs- CRP and PTX-3, and estimated glomerular filtration rate (eGFR) and any adverse events.","protocol is available and all pre-specified outcomes of interest to the review reported in the pre-specified way.,

",,
UMIN000004243,hba1c and or MACE,y,orig,#2525,,SA,Unclear,Unclear,,,,,,,,Low,,,Low,,,Low,,,Low,,,Low,,,,
UMIN000004490,hba1c and or MACE,y,orig,#2991,Oyama 2016,SA,low,unclear,,,,,,,,low,,measurement unlikely to be influenced,low,"after the completion of enrollment. <b>The investiga- 
tors and participants remained blinded to the results of this interim analysis.</b> Significance was evaluated using the","
",low,"was set at 0.0277 (two-sided). <b>We did not impute missing observations for the primary analysis, but the mixed-effects model for repeated measures was 
applied as a sensitivity analysis to examine the effect of missing data.</b> The secondary analyses were performed","
",low,,,low,"measured in a core laboratory. <b>Of the 463 enrolled participants with T2DM, 442 were included in the 

primary analysis (sitagliptin group, 222; conventional therapy group, 220). Estimated mean (� standard error) common carotid artery IMT at 24 mo of follow-up in the sitagliptin and con- ventional therapy groups was 0.827 � 0.007 mm and 0.837 � 0.007 mm, respectively, with a mean difference of -0.009 mm (97.2% CI -0.028 to 0.011, p = 0.309). HbA1c level at 24 mo was significantly lower with sitagliptin than with conventional therapy (6.56% � 0.05% ver- 

sus 6.72% � 0.05%, p = 0.008; group mean difference -0.159, 95% CI -0.278 to -0.041). 

Episodes of serious hypoglycemia were recorded only in the conventional therapy group, 

and the rate of other adverse events was not different between the two groups.</b> As it was not a
the distance between them. Endpoints <b>The primary endpoint was the percentage change in mean CCA IMT at 24 mo after randomi- 
zation. The secondary endpoints, at 12 and 24 mo, were (1) the mean and maximum IMT val- ues and changes at the CCA, bulb, and ICA (except for the primary endpoint); (2) plaque area 
and plaque gray scale median; (3) the values and changes in glycemic profiles (HbA1c, fasting 
glucose level, insulin concentration, 1,5-anhydroglucitol,1,4-anhydro-D-glucitol, HOMA-�, 
HOMA-R); lipoprotein profiles (total cholesterol, high-density lipoprotein cholesterol, triglyc- eride, small dense low-density lipoprotein, malondialdehyde-modified low-density lipoprotein, remnant-like particle cholesterol); renal function (creatinine, cystatin C, urinary albumin/cre- 
atinine ratio, estimated glomerular filtration rate); high molecular weight adiponectin; physio- logical parameters (body weight, blood pressure); and (4) adjudicated clinical events and 
adverse events.</b> Statistical Analysis Based on previous","

",The random allocation with a stratified technique was generated automatically by a centralized web-based tool that could not be influenced by the researchers.,"
"
UMIN000004674,hba1c and or MACE,y,orig,,,KA,low,low,,,,,,,,unclear,,,unclear,,,unclear,,,low,,,unclear,,,,
UMIN000004675,hba1c and or MACE,y,orig,#9682,Yokoh 2015,LW,low,unclear,,,,,,,,low,,,low,,,low,,,low,,,low,,,,
UMIN000004678,hba1c and or MACE,y,orig,#2550,Sato 2015,SA,low,low,,,,,,"the treatment alloca- tion was blinded to both attending physicians and patients until day 0 of the study. Subjects in the Insulin group continued their previous treatment during the study,","
",low,,measurement unlikely to be influenced,high,"This was a 24-week, prospective, randomized, open-labeled, controlled trial.","
",unclear,,,low,,,low,"HbA1c at week 24. Results <b>Adding sitagliptin to insulin significantly reduced HbA1c from 7.9 � 1.0% at baseline to 7.0 � 0.8% at week 24 (P <0.0001), while there was no significant change in HbA1c in the Insulin group (7.8 � 0.7% vs. 7.8 � 1.1%, P = 0.32). The difference in HbA1c reduction between the groups was 0.9% (95% confidence interval, 0.4 to 1.5, P = 0.01). There was no significant 

weight gain in either group. Incidence of hypoglycemia was significantly reduced in the 

Ins+Sita group compared with the Insulin group.</b> Treatment satisfaction was improved in
reduction in insulin was needed. <b>The 
primary outcome of the study was change in HbA1c at week 24.</b> Blood and urine sampling was","

","(EDIT) study; UMIN000004678�. Study design <b>This was a 24-week, prospective, randomized, open-labeled, controlled trial. A total of 50 sub- jects were randomized to the insulin (Insulin) group or the insulin plus sitagliptin (Ins+Sita) 
group based on a table of random numbers (simple randomization),</b> and the treatment alloca- tion","
"
UMIN000004716,hba1c and or MACE,y,orig,,,KA,low,low,,,,,,,,high,,,high,,,high,,,low,,,low,,,,
UMIN000004721,hba1c and or MACE,y,orig,,,KA,unclear,unclear,,,,,,,,unclear,,,unclear,,,unclear,,,unclear,,,unclear,,,,
UMIN000004791,hba1c and or MACE,y,orig,#9915,Kondo 2016,SA,low,unclear,,,,,,,,high,"Collaborating physi- cians enrolled the participants, and during the follow-up period, this trial was performed without blinding. That is, both physicians and participants were aware of which drug was allocated.","
",high,"Collaborating physi- cians enrolled the participants, and during the follow-up period, this trial was performed without blinding.","
",high,"Of these, 133 participants (glimepiride, n = 68; sitagliptin, n = 65) were analyzed as the FAS, with a final follow-up rate of 77.8 %.","
",unclear,,,low,"compared to sulfo- nylureas monotherapy. <b>We conducted a multicenter, randomized controlled 
trial to compare the effect of glimepiride and sitagliptin 
on the insulinogenic index after 52-week treatment in 
Japanese patients with T2DM.</b> Subjects and methods Trial design","
","February, 2011 and March, 2013. <b>171 outpatients with T2DM were recruited and randomly assigned to glimepiride or sitagliptin by 
minimization.</b> Doses of glimepiride (0.25�1.0 mg/day)
year) between the two groups. <b>Randomization 
We used the UMIN system, a computer-generated ran- dom sequence, to assign participants to either glime- piride or sitagliptin in a 1:1 ratio by minimization, based on sex, center, age, and HbA1c.</b> Collaborating physi- cians enrolled the","

"
UMIN000004953,hba1c and or MACE,y,orig,#9146,Takeshita 2015,"KA,SA",low,"low,unclear",,,,,,"A computer-generated randomization sequence assigned partici- pants in a 1:1 ratio to treatment with vildagliptin or liraglutide. Dynamic randomization was used to adjust for demographic differences (age, sex, prestudy antidiabetic treatment combined with sitagliptin, and HbA1c) between the treatment groups. In","
",low,,"no blinding, but measurement unlikely to be influenced","low,high","This was a randomized parallel-group study carried out in Japanese patients.,to be elucidated in humans. <b>We investigated the pleiotropic effects of vildagliptin vs liraglutide in patients 
with type 2 diabetes on sitagliptin-based regimens in an open-label, randomized, clinical 
trial.</b> Materials and Methods: A total","
",low,"Two analyses were carried out. In the intention-to-treat analysis (Table S1), measures that were missing for participants who discontinued the study were replaced with baseline measures.,In the intention-to-treat analysis (Table S1), measures that were missing for participants who discontinued the study were replaced with baseline measures.","
",low,,,low,"and body mass index. Results: <b>Both vildagliptin and liraglutide significantly lowered glycated hemoglobin 
within 12 weeks after switching from sitagliptin, but liraglutide produced a greater 
reduction (-0.67 – 0.12% vs -0.36 – 0.53%). Liraglutide lowered body mass index, whereas vildagliptin did not affect body mass index. Vildagliptin lowered fasting C-peptide immuno- reactivity, but liraglutide did not. Vildagliptin increased serum levels of adiponectin, arachi- 
donic acid, eicosapentaenoic acid and docosahexaenoic acid, whereas liraglutide had no 
effect on these levels. Quality of life, assessed using the diabetes treatment satisfaction 
questionnaire, was not impaired in either group. The most common adverse events were 
gastrointestinal symptoms, which occurred with similar frequencies in both groups.</b> Conclusions: Vildagliptin-mediated improvements in glycemic
Adverse experiences were monitored throughout the study, and were rated by investigators for intensity and relationship to the study drug.
Treatment satisfaction was another secondary outcome,
 <b>blood pressure; and physical measures (waist circumference and bodyweight). Urinary albumin (U-Alb) levels were measured by immunoturbidimetry and adjusted using urinary creatinine. CPR index (CPI) was calculated as (100 9 fasting CPR [ng/ mL])/(18 9 FPG [mmol/L]) 9. The homeostasis model assess- ment of insulin resistance (HOMA-IR) 10 was used as a conven- tional index for insulin resistance, and was calculated as (fasting insulin [U/mL] 9 FPG [mmol/L])/22.5. Also, regarding limitations of HOMA-IR when the FPG is above 140 mg/dL, we additionally calculated a parameter of insulin sensitivity quantitative insulin sensitivity check index (QUICKI), which reﬂects insulin sensitivity even under hyperglycemic conditions. QUICKI was calculated using the logarithmic transformation: 1/(log fasting insulin [U/mL] + log fasting glucose [mg/dL]). To assess basic insulin secretion by b-cells, homeostasis model assessment-b (HOMA-b) was calculated as fasting insu- lin 9 20/(fasting glucose-63) 10. 
Serum fatty acid levels were measured as a secondary out- come.</b> A serum sample (approximately 0.2
The primary efﬁcacy end-point was the change from baseline in HbA1c and body mass index (BMI) at week 12. Secondary end-points recorded at baseline and week 12 were: fasting plasma glucose; laboratory evaluations, including hematology, serum chemistry, blood 1,5-anhydroglucitol (1,5-AG), fasting serum insulin (IRI), C-peptide immunoreactivity (CPR), fasting lipid proﬁle including small dense low-density lipoprotein (sdLDL), adiponectin, tumor necrosis factor (TNF)-a, leptin; urinary 8-hydroxy-deoxyguanosine (U-8OHdG) excretion;
The primary efﬁcacy end-point was the change from baseline in HbA1c and body mass index (BMI) at week 12. Secondary end-points recorded at baseline and week 12 were: fasting plasma glucose; laboratory evaluations, including hematology, serum chemistry, blood 1,5-anhydroglucitol (1,5-AG), fasting serum insulin (IRI), C-peptide immunoreactivity (CPR), fasting lipid proﬁle including small dense low-density lipoprotein (sdLDL), adiponectin, tumor necrosis factor (TNF)-a, leptin; urinary 8-hydroxy-deoxyguanosine (U-8OHdG) excretion;","





","A computer-generated randomization sequence assigned partici- pants in a 1:1 ratio to treatment with vildagliptin or liraglutide. Dynamic randomization was used to adjust for demographic differences (age, sex, prestudy antidiabetic treatment combined with sitagliptin, and HbA1c) between the treatment,A computer-generated randomization sequence assigned partici- pants in a 1:1 ratio to treatment with vildagliptin or liraglutide. Dynamic randomization was used to adjust for demographic differences (age, sex, prestudy antidiabetic treatment combined with sitagliptin, and HbA1c) between the treatment groups.","
"
